,0
bedrooms,4.0
bathrooms,2.4884615384615385
guests,9.675274725274726
revenue,2324.084065934066
openness,30.44120879120879
hot_tub,0.0
pool,0.0
city_encoded,0.9923076923076923
host_type Encoded,1.0
ID Encoded,3370.2346153846156
Cluster,4.0
