,0
bedrooms,3.0
bathrooms,2.023069946718059
guests,7.57805237501417
revenue,3579.0830971545174
openness,30.268110191588256
hot_tub,0.0
pool,0.0
city_encoded,0.5498242829611155
host_type Encoded,2.0
ID Encoded,2722.8709896837095
Cluster,2.0
